datetime,temperature,humidity
2023-01-01 00:00:00,1.8848344282765326,61.00959030080641
2023-01-01 01:00:00,7.449468833883724,41.30582710182674
2023-01-01 02:00:00,9.682786432966434,74.74206025281154
2023-01-01 03:00:00,7.520871026172403,42.587475740605264
2023-01-01 04:00:00,9.627886989714238,78.2329793488301
2023-01-01 05:00:00,14.497339900663595,41.005678331090905
2023-01-01 06:00:00,16.01198221991907,67.77801824522835
2023-01-01 07:00:00,13.593367764106192,43.288282548471265
2023-01-01 08:00:00,18.31325369092124,76.42706317740559
2023-01-01 09:00:00,22.043968715770557,58.57732944902171
2023-01-01 10:00:00,20.920857678474253,45.500950992680615
2023-01-01 11:00:00,23.710909630030873,53.632627991593864
2023-01-01 12:00:00,22.31062914951213,46.592987013870484
2023-01-01 13:00:00,23.9189170017839,46.8232764622836
2023-01-01 14:00:00,22.98700858320207,77.92433280685769
2023-01-01 15:00:00,22.774577165052904,57.80984449139153
2023-01-01 16:00:00,19.816481352001,71.55209055621438
2023-01-01 17:00:00,18.59376989310672,65.58422244710727
2023-01-01 18:00:00,15.767088014947845,67.05705449353569
2023-01-01 19:00:00,14.474489537503413,45.26773753888154
2023-01-01 20:00:00,11.747566081920235,49.36737787261943
2023-01-01 21:00:00,9.465179858403962,71.47001340617749
2023-01-01 22:00:00,12.549480819089059,78.83064825899132
2023-01-01 23:00:00,6.035547010393975,50.50702570394607
2023-01-02 00:00:00,10.187143007717722,50.86275059004159
2023-01-02 01:00:00,6.165178541597184,58.915885312436195
2023-01-02 02:00:00,6.17404413254383,79.35361251421752
2023-01-02 03:00:00,7.18260182370813,50.75835783305884
2023-01-02 04:00:00,13.01945159689686,56.27887638537055
2023-01-02 05:00:00,15.692816334750669,75.65920062494027
2023-01-02 06:00:00,16.199567711929458,40.11684130485448
2023-01-02 07:00:00,19.85528400003062,41.590638599542785
2023-01-02 08:00:00,17.445559068153834,64.16286708284878
2023-01-02 09:00:00,18.97350816684105,76.29520658851388
2023-01-02 10:00:00,26.15290780943929,49.554266416077105
2023-01-02 11:00:00,24.405635267084637,58.78567098722836
2023-01-02 12:00:00,26.498604834795007,58.01861206631273
2023-01-02 13:00:00,23.224682362978523,58.91885384382041
2023-01-02 14:00:00,26.97423097725394,64.90078782918981
2023-01-02 15:00:00,18.990230468087404,58.78975051962735
2023-01-02 16:00:00,17.228829827034623,57.898725652898314
2023-01-02 17:00:00,20.4768136184499,58.971536817250424
2023-01-02 18:00:00,9.7803164140342,63.63469765084166
2023-01-02 19:00:00,13.168947285164625,61.48029953405434
2023-01-02 20:00:00,9.78534800880685,74.16543990602017
2023-01-02 21:00:00,6.457028349734469,41.97987413974666
2023-01-02 22:00:00,5.939866264974877,73.33268285892049
2023-01-02 23:00:00,3.645694750929697,73.75698450446896
2023-01-03 00:00:00,8.084511892096998,51.396320861238436
2023-01-03 01:00:00,8.949735913832537,58.514078200634025
2023-01-03 02:00:00,4.968270788578925,57.54153954149742
2023-01-03 03:00:00,8.479981943071587,48.74039337416521
2023-01-03 04:00:00,7.349847058127906,55.87187388345266
2023-01-03 05:00:00,14.557913866981046,41.77551088683418
2023-01-03 06:00:00,17.094018349286628,51.11288291126938
2023-01-03 07:00:00,16.997665985609828,72.66728701802873
2023-01-03 08:00:00,20.03377011683979,51.3824920705159
2023-01-03 09:00:00,21.883536912820134,72.7282667499299
2023-01-03 10:00:00,20.423338370483833,61.26397858417724
2023-01-03 11:00:00,27.751266558090936,75.19450709444641
2023-01-03 12:00:00,23.466093522235138,62.99118217057661
2023-01-03 13:00:00,23.13895971837484,41.186728922589595
2023-01-03 14:00:00,23.359414328920725,67.01680830188357
2023-01-03 15:00:00,24.062164982590033,41.794142720942745
2023-01-03 16:00:00,18.817393569815938,58.02388075932536
2023-01-03 17:00:00,13.683820008218321,77.17706777892457
2023-01-03 18:00:00,13.226003878540933,46.608157573514006
2023-01-03 19:00:00,13.260090387132774,55.59489411766177
2023-01-03 20:00:00,14.379500575618376,69.19441235393913
2023-01-03 21:00:00,5.4090922553882175,75.2903422437939
2023-01-03 22:00:00,3.7467424271939564,66.83772018970032
2023-01-03 23:00:00,2.3155507354316853,50.326930167646765
2023-01-04 00:00:00,1.7265500174013182,66.98431411664865
2023-01-04 01:00:00,7.752124657272178,51.8691056441636
