feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,category_A,category_B,target
1.4563787214095145,-2.7058592659141762,-1.365318306449168,-1.8529434667275635,0.8119661891730828,1.413923755790709,-1.1415151555877778,-3.458616508840754,-5.699436302670862,0.67021165563331,Type2,Low,2
-2.096469629426548,-0.5022933519198276,-1.3410034931640693,-1.5136998689646013,3.4008660622919167,-0.13221734657148,-2.9202389839063008,-0.19598707827448736,0.6702485763946499,1.0330749845985154,Type2,High,2
-0.25603996241638516,3.202747639338541,-0.2268900497464581,-0.6118862440311256,3.039970855613356,2.3907303502169372,-0.5971804293178254,2.1228087793536727,2.327231695150285,-0.3425770720815524,Type3,Low,2
1.1390098097557115,-0.38577449409078457,1.8339474531005067,-0.6561147294733389,0.5211853777372499,-0.9165470270700833,0.1853754761810562,0.7124832516058988,-0.5769423458987301,-0.24917583794395778,Type3,Low,2
-0.5898906828345873,0.01694474319340389,0.984718566106333,-2.5279829544275625,-0.3798333008843473,-1.218600181295594,-2.4311576119999576,0.2781982066978068,-0.7021415031484693,-0.37256884237644927,Type3,Medium,2
-0.31677957817008306,2.2894720535219646,0.2963663309179805,0.5792284495152445,0.6174550390430059,1.3426351147622024,0.6551930187934197,-2.6493688793680064,-1.2362706587827559,0.707626329822504,Type2,High,0
-0.13979699641509757,1.7062995447343225,0.6109213709222265,-1.3747260064404516,-0.8754840501601064,2.505135665621514,-0.3069388829918609,0.1569529424782512,-1.8785111627150721,-1.074305386226487,Type2,Low,0
0.727863463090645,-0.16449344643412123,2.2696149202263984,-1.3189750453174383,-1.0499818800313983,-0.2586530468843149,-0.018825325949505547,-1.3276506769662801,-3.29796159056676,-1.2277353416045216,Type3,High,0
0.6865308988174571,-2.0841632752736325,0.91599003486642,-1.109791753873936,3.340234396190632,0.1762418195741705,-0.5325628256651245,-2.9645004806581357,-4.383891892203759,0.8891717235343964,Type2,High,2
1.369326146043802,-1.0510858481320482,0.034427317678613845,1.6966365319454315,1.3774644809155858,1.514605801693973,2.4206731430366175,-1.07769596052631,-1.8119157230131304,0.10731591466196098,Type1,Medium,0
0.8155956433023293,-3.0923368483996585,-1.902405633130017,-1.62210685826996,2.1832347690472442,-0.6555780096786471,-2.1101232498677587,-0.5528104460517804,-1.3623534155605943,0.1502233549368725,Type2,Medium,1
0.0044522521915727475,-3.83813818181248,0.658750548698936,-1.7770563678999673,-0.34303081562652427,-1.7382528623585967,-1.4795584270860935,-1.6401192231430604,-3.817349518899313,0.7177934951238125,Type1,Low,2
0.8813359807931568,-1.0642694047081764,-0.9994178087635054,2.2165292066801467,-1.6204832807518967,-1.3984435380177636,1.7223658458015834,1.749533151970824,2.973922954266923,-0.9692776873321504,Type3,Medium,1
-0.7675979594393914,0.5932841133256197,-0.7788159285304181,-1.391863496423832,1.5079237889877826,1.730378795703321,-1.465927847226096,0.818347936436592,-0.12843979186645546,1.008902055390527,Type2,Low,2
-0.3519494858645633,-1.4117232810093352,0.41342407986247176,-0.5244281032272646,0.9915022759019843,-0.32050854823956443,-0.4925532901770628,-1.5303240774331033,-2.1190877068144633,1.5380654361054693,Type1,High,1
-3.0680585650465098,-3.7017000023944786,0.4763597250232543,1.3921246831452518,1.6027551510562117,-2.0162677480363858,0.04650566122760982,-1.7138931273341622,-0.9414941503633643,-0.5422377180278297,Type3,Low,1
0.8621570501205938,1.5340078782600248,-0.7633794194116239,-1.6467867081365377,2.9333245531222074,1.6423874300761452,-1.4761798730452866,-0.05533650241864674,-0.26768398757512313,0.39964910541896764,Type1,Low,0
-0.4943573125451437,-0.2870269958451207,-1.7438273575515457,0.7244980828118175,-0.5522169455895738,-0.922828385015477,-0.40432805557780604,0.6346849647990336,2.4166775289435396,0.06462103118053213,Type3,High,1
0.7695117465691785,-1.74965484256427,1.8464645234494648,-1.1077993833780695,0.7074303263649289,0.9366546825337012,0.3889430336500866,-0.30192618041765584,-3.7969978735231575,-0.13030659134911202,Type2,High,2
